name,Strikes Landed,Strikes Attempted,Takedowns Landed,Takedowns Attempted,Significant strikes per Minute,Significant strikes Absorbed per minute,Takedown Average,Submission Average,Significant Strike Defense,Takedown Defense,Knockdown Average,Average Fight Time,Standing Position Strikes,Clinch Position Strikes,Ground Position Strikes,Wins by KO,Wins by Submission,Wins by Decision,Strikes to Head,Strikes To Body,Strikes To Leg,wins,losses,draws,Win percentage,Striking Accuracy,Takedown Accuracy,Total Fights
Tresean Gore,65,120,2.0,3,3.45,6.74,1.59,0.8,0.45,0.8,0.0,9.42,0.77,0.17,0.06,0.5,0.25,0.25,33.0,15.0,17.0,4,2,0,0.6666666666666666,0.5416666666666666,0.6666666666666666,6
Jared Gordon,601,1044,6.0,43,5.24,3.2,2.22,0.0,0.58,0.55,0.0,11.47,0.59,0.12,0.29,0.33,0.56,0.11,454.0,86.0,61.0,18,5,0,0.782608695652174,0.5756704980842912,0.1395348837209302,23
Eddie Gordon,79,242,0.0,6,2.03,2.57,1.93,0.0,0.6,0.64,0.39,9.73,0.68,0.04,0.28,0.38,0.5,0.13,76.0,2.0,1.0,8,4,0,0.6666666666666666,0.3264462809917355,0.0,12
Roger Gracie,12,29,0.0,4,0.8,6.73,2.0,0.0,0.61,0.6,0.0,15.0,0.42,0.5,0.08,0.0,0.0,0.0,8.0,3.0,1.0,6,2,0,0.75,0.4137931034482758,0.0,8
Alexa Grasso,550,1268,1.0,7,4.92,3.79,0.54,0.67,0.63,0.61,0.0,12.42,0.79,0.17,0.04,0.29,0.64,0.07,340.0,109.0,101.0,14,3,0,0.8235294117647058,0.4337539432176656,0.1428571428571428,17
Thibault Gouti,180,522,4.0,5,3.68,5.64,1.23,0.31,0.5,0.83,0.31,8.15,0.81,0.09,0.1,0.33,0.17,0.5,140.0,22.0,18.0,12,5,0,0.7058823529411765,0.3448275862068966,0.8,17
Wilson Gouveia,201,503,0.0,6,3.02,4.06,0.9,2.25,0.57,0.58,0.9,6.67,0.74,0.07,0.19,0.0,0.0,0.0,134.0,8.0,59.0,12,7,0,0.631578947368421,0.3996023856858847,0.0,19
Desmond Green,344,746,5.0,20,3.7,2.51,1.62,0.0,0.69,0.75,0.16,13.27,0.83,0.09,0.08,0.27,0.68,0.05,232.0,62.0,50.0,23,8,0,0.7419354838709677,0.4611260053619302,0.25,31
Tony Gravely,274,524,5.0,56,3.92,3.04,6.65,0.43,0.48,0.53,0.86,10.0,0.45,0.19,0.37,0.41,0.45,0.14,182.0,41.0,51.0,23,7,0,0.7666666666666667,0.5229007633587787,0.0892857142857142,30
Dwight Grant,325,898,1.0,4,3.29,2.66,0.61,0.0,0.61,0.67,0.61,10.97,0.85,0.06,0.1,0.64,0.36,0.0,215.0,46.0,64.0,11,6,0,0.6470588235294118,0.3619153674832962,0.25,17
Maxim Grishin,187,353,1.0,3,3.4,2.07,0.27,0.0,0.59,0.67,0.55,13.75,0.84,0.06,0.1,0.5,0.31,0.19,76.0,39.0,72.0,32,9,2,0.7441860465116279,0.5297450424929179,0.3333333333333333,43
Davey Grant,544,1231,3.0,28,4.83,4.02,1.6,0.13,0.56,0.65,0.4,11.27,0.83,0.08,0.09,0.29,0.14,0.57,258.0,187.0,99.0,14,6,0,0.7,0.4419171405361494,0.1071428571428571,20
Chad Griggs,53,104,0.0,3,2.67,2.22,1.51,0.0,0.46,0.42,1.51,3.97,0.3,0.23,0.47,0.0,0.0,0.0,45.0,5.0,3.0,11,3,0,0.7857142857142857,0.5096153846153846,0.0,14
Max Griffin,709,1416,9.0,32,4.36,3.94,1.48,0.37,0.58,0.75,0.65,12.5,0.83,0.11,0.06,0.5,0.39,0.11,458.0,146.0,105.0,18,9,0,0.6666666666666666,0.5007062146892656,0.28125,27
Maurice Greene,222,492,0.0,0,3.28,3.61,0.0,0.44,0.46,0.27,0.44,8.45,0.87,0.11,0.01,0.22,0.22,0.56,109.0,38.0,75.0,9,7,0,0.5625,0.4512195121951219,0.0,16
Clay Guida,1108,3216,63.0,251,2.52,2.74,3.24,0.68,0.62,0.69,0.2,12.22,0.57,0.14,0.29,0.19,0.43,0.38,698.0,157.0,253.0,37,19,0,0.6607142857142857,0.3445273631840796,0.250996015936255,56
Nandor Guelmino,56,99,0.0,3,4.21,3.68,0.0,0.0,0.34,0.43,0.0,13.3,0.52,0.3,0.18,0.36,0.18,0.45,16.0,29.0,11.0,11,5,1,0.6470588235294118,0.5656565656565656,0.0,17
Alexander Gustafsson,751,1845,18.0,48,4.03,3.53,1.53,0.4,0.51,0.84,0.72,10.37,0.77,0.08,0.16,0.61,0.22,0.17,523.0,110.0,118.0,18,8,0,0.6923076923076923,0.4070460704607046,0.375,26
Ning Guangyou,146,351,0.0,8,2.66,1.91,1.09,0.27,0.61,0.63,0.0,13.75,0.76,0.07,0.17,0.67,0.17,0.17,77.0,26.0,43.0,6,4,1,0.5454545454545454,0.4159544159544159,0.0,11
Vik Grujic,85,176,0.0,9,2.24,3.39,1.18,0.39,0.42,0.27,0.0,9.5,0.4,0.6,0.0,0.29,0.29,0.43,64.0,17.0,4.0,7,5,0,0.5833333333333334,0.4829545454545454,0.0,12
Horacio Gutierrez,15,56,0.0,0,0.86,2.91,0.0,0.0,0.47,0.5,0.0,8.77,0.73,0.27,0.0,0.67,0.0,0.33,7.0,0.0,8.0,3,3,0,0.5,0.2678571428571428,0.0,6
Chris Gruetzemacher,451,790,0.0,2,6.18,4.96,0.21,0.0,0.53,0.66,0.0,9.75,0.69,0.25,0.06,0.47,0.33,0.2,233.0,129.0,89.0,15,5,0,0.75,0.5708860759493671,0.0,20
Andre Gusmao,51,117,0.0,1,2.79,3.28,0.0,0.0,0.61,0.6,0.0,9.15,0.63,0.37,0.0,0.0,0.0,0.0,14.0,19.0,18.0,5,2,0,0.7142857142857143,0.4358974358974359,0.0,7
Uriah Hall,634,1305,7.0,18,3.23,3.85,0.54,0.15,0.54,0.64,0.61,10.32,0.8,0.06,0.14,0.78,0.17,0.06,359.0,126.0,149.0,18,11,0,0.6206896551724138,0.485823754789272,0.3888888888888889,29
Damir Hadzovic,325,675,0.0,9,3.36,3.26,0.78,0.16,0.63,0.35,0.31,10.73,0.78,0.11,0.11,0.5,0.29,0.21,246.0,49.0,30.0,14,7,0,0.6666666666666666,0.4814814814814814,0.0,21
Jake Hadley,34,89,0.0,1,1.47,1.73,0.65,1.94,0.7,0.43,0.0,11.6,0.85,0.03,0.12,0.25,0.25,0.5,16.0,13.0,5.0,8,1,0,0.8888888888888888,0.3820224719101123,0.0,9
Mike Guymon,66,101,0.0,8,2.75,0.79,1.87,1.25,0.66,0.55,0.0,6.02,0.2,0.2,0.61,0.0,0.0,0.0,45.0,15.0,6.0,13,5,1,0.6842105263157895,0.6534653465346535,0.0,19
James Hammortree,29,95,0.0,4,1.93,4.13,2.0,1.0,0.44,1.0,0.0,15.0,0.48,0.45,0.07,0.0,0.0,0.0,21.0,2.0,6.0,5,2,0,0.7142857142857143,0.3052631578947368,0.0,7
Jared Hamman,280,675,0.0,9,5.52,4.44,0.59,0.0,0.55,0.31,0.3,7.25,0.65,0.08,0.27,0.0,0.0,0.0,196.0,52.0,32.0,13,6,0,0.6842105263157895,0.4148148148148148,0.0,19
CJ Hamilton,37,116,0.0,1,2.47,3.93,0.0,0.0,0.59,0.63,0.0,15.0,0.76,0.24,0.0,0.0,0.0,0.0,32.0,3.0,2.0,11,5,0,0.6875,0.3189655172413793,0.0,16
Anthony Hamilton,246,375,11.0,26,3.91,3.02,2.62,0.0,0.46,0.79,0.24,6.28,0.22,0.37,0.41,0.53,0.4,0.07,77.0,151.0,18.0,15,9,0,0.625,0.656,0.4230769230769231,24
Seohee Ham,252,635,0.0,8,4.2,5.15,0.0,0.25,0.61,0.67,0.0,15.0,0.88,0.1,0.02,0.0,0.88,0.13,150.0,64.0,38.0,16,8,0,0.6666666666666666,0.3968503937007874,0.0,24
John Halverson,45,104,0.0,0,2.94,5.29,0.0,1.96,0.48,0.67,0.0,7.67,0.64,0.29,0.07,0.0,0.0,0.0,29.0,12.0,4.0,16,6,0,0.7272727272727273,0.4326923076923077,0.0,22
Carlston Harris,39,86,0.0,4,4.03,2.07,0.0,1.55,0.66,0.75,1.55,3.22,0.69,0.05,0.26,0.29,0.41,0.29,22.0,13.0,4.0,17,5,0,0.7727272727272727,0.4534883720930232,0.0,22
Walt Harris,317,809,1.0,7,3.05,3.33,0.29,0.14,0.55,0.7,1.3,6.5,0.66,0.09,0.25,1.0,0.0,0.0,215.0,78.0,24.0,13,10,0,0.5652173913043478,0.3918417799752781,0.1428571428571428,23
Antoni Hardonk,174,283,0.0,2,3.4,3.07,0.0,0.88,0.47,0.4,0.88,6.4,0.47,0.39,0.14,0.0,0.0,0.0,90.0,37.0,47.0,8,6,0,0.5714285714285714,0.6148409893992933,0.0,14
Hayder Hassan,18,39,0.0,1,2.11,3.16,0.0,0.0,0.48,0.25,0.0,5.42,0.89,0.11,0.0,0.0,0.0,0.0,12.0,4.0,2.0,6,3,0,0.6666666666666666,0.4615384615384615,0.0,9
Greg Hardy,363,721,0.0,3,4.79,3.31,0.2,0.0,0.56,0.64,0.59,6.32,0.76,0.04,0.2,0.86,0.14,0.0,219.0,55.0,89.0,7,5,0,0.5833333333333334,0.5034674063800277,0.0,12
Dustin Hazelett,122,302,0.0,4,2.24,3.51,0.55,4.14,0.47,0.25,0.0,5.43,0.66,0.11,0.24,0.0,0.0,0.0,89.0,22.0,11.0,14,7,0,0.6666666666666666,0.4039735099337748,0.0,21
Tommy Hayden,13,48,0.0,6,1.48,2.05,3.42,0.0,0.55,0.67,1.71,4.38,0.85,0.08,0.08,0.0,0.0,0.0,11.0,1.0,1.0,8,2,0,0.8,0.2708333333333333,0.0,10
John Hathaway,410,1013,21.0,48,3.4,1.8,2.61,0.87,0.62,0.61,0.25,13.4,0.51,0.12,0.37,0.0,0.0,0.0,274.0,86.0,50.0,17,2,0,0.8947368421052632,0.4047384007897334,0.4375,19
Chris Haseman,14,20,0.0,0,0.93,4.67,0.0,2.0,0.29,0.4,0.0,15.0,0.36,0.36,0.29,0.0,0.0,0.0,3.0,6.0,5.0,20,16,0,0.5555555555555556,0.7,0.0,36
Phil Hawes,300,495,6.0,24,5.68,3.43,2.27,0.28,0.57,1.0,0.85,7.55,0.71,0.15,0.14,0.64,0.18,0.18,201.0,67.0,32.0,12,3,0,0.8,0.6060606060606061,0.25,15
Clay Harvison,75,156,0.0,1,3.29,3.91,0.66,1.32,0.59,0.68,0.0,7.58,0.51,0.35,0.15,0.0,0.0,0.0,38.0,27.0,10.0,9,5,0,0.6428571428571429,0.4807692307692308,0.0,14
Marcin Held,129,371,12.0,32,1.41,2.02,2.46,1.31,0.47,0.38,0.0,15.22,0.61,0.13,0.26,0.17,0.3,0.52,116.0,7.0,6.0,23,7,0,0.7666666666666667,0.3477088948787062,0.375,30
Jack Hermansson,831,1909,6.0,61,5.12,3.74,1.57,0.46,0.55,0.75,0.0,10.82,0.74,0.08,0.18,0.26,0.6,0.14,468.0,175.0,188.0,23,7,0,0.7666666666666667,0.4353064431639601,0.0983606557377049,30
Jake Hecht,72,151,0.0,8,3.26,2.76,2.04,0.0,0.56,0.4,0.0,7.37,0.35,0.26,0.39,0.0,0.0,0.0,45.0,23.0,4.0,11,4,0,0.7333333333333333,0.4768211920529801,0.0,15
Nick Hein,276,787,5.0,18,2.65,3.61,0.86,0.0,0.6,0.83,0.29,13.02,0.96,0.03,0.01,0.07,0.64,0.29,188.0,47.0,41.0,14,5,0,0.7368421052631579,0.3506988564167725,0.2777777777777778,19
Chris Heatherly,12,25,0.0,4,1.68,8.27,4.21,0.0,0.52,1.0,0.0,3.57,0.75,0.17,0.08,0.13,0.38,0.5,8.0,3.0,1.0,8,3,0,0.7272727272727273,0.48,0.0,11
Ian Heinisch,286,568,1.0,35,3.25,2.98,1.02,0.68,0.59,0.6,0.34,11.0,0.67,0.12,0.21,0.36,0.5,0.14,166.0,50.0,70.0,14,5,0,0.7368421052631579,0.5035211267605634,0.0285714285714285,19
David Heath,68,226,0.0,2,1.48,5.16,0.33,0.98,0.49,0.57,0.0,9.18,0.75,0.12,0.13,0.0,0.0,0.0,41.0,12.0,15.0,9,3,0,0.75,0.3008849557522124,0.0,12
Dave Herman,150,247,0.0,3,4.98,3.78,1.49,0.0,0.49,0.58,1.0,5.03,0.66,0.18,0.16,0.0,0.0,0.0,74.0,36.0,40.0,21,6,0,0.7777777777777778,0.6072874493927125,0.0,27
Jai Herbert,110,268,0.0,1,2.45,2.85,0.0,0.0,0.43,0.56,1.0,9.0,0.75,0.19,0.05,0.82,0.09,0.09,76.0,23.0,11.0,12,4,0,0.75,0.4104477611940298,0.0,16
Ed Herman,807,1661,32.0,70,3.28,3.52,2.08,1.1,0.42,0.59,0.24,9.45,0.47,0.29,0.23,0.26,0.19,0.56,505.0,213.0,89.0,27,15,0,0.6428571428571429,0.4858518964479229,0.4571428571428571,42
Danny Henry,105,202,1.0,3,5.2,4.16,0.74,2.23,0.46,0.5,1.49,5.05,0.58,0.06,0.36,0.42,0.17,0.42,74.0,22.0,9.0,12,4,0,0.75,0.5198019801980198,0.3333333333333333,16
Luis Henrique,132,303,11.0,41,1.81,2.22,3.09,1.03,0.47,0.5,0.0,12.13,0.44,0.2,0.36,0.3,0.3,0.4,94.0,27.0,11.0,10,4,0,0.7142857142857143,0.4356435643564356,0.2682926829268293,14
Victor Henry,181,352,0.0,1,12.07,8.93,0.0,0.0,0.52,0.86,0.0,15.0,0.9,0.1,0.0,0.27,0.36,0.36,102.0,64.0,15.0,22,5,0,0.8148148148148148,0.5142045454545454,0.0,27
Cory Hendricks,47,118,0.0,2,3.13,4.07,0.0,0.0,0.43,1.0,0.0,15.0,0.79,0.21,0.0,0.0,0.0,1.0,23.0,17.0,7.0,3,1,0,0.75,0.3983050847457627,0.0,4
Johny Hendricks,942,2063,61.0,147,3.49,3.99,3.83,0.33,0.53,0.64,0.44,11.75,0.66,0.25,0.09,0.0,0.0,0.0,632.0,83.0,227.0,18,8,0,0.6923076923076923,0.4566165777993213,0.4149659863945578,26
Alvaro Herrera,25,65,0.0,0,1.89,3.4,0.0,1.13,0.55,0.33,1.13,3.32,0.8,0.12,0.08,0.63,0.0,0.38,17.0,7.0,1.0,9,6,0,0.6,0.3846153846153846,0.0,15
Heath Herring,172,412,0.0,6,2.29,5.81,1.0,0.2,0.55,0.33,1.0,15.0,0.32,0.11,0.57,0.0,0.0,0.0,93.0,63.0,16.0,28,14,0,0.6666666666666666,0.4174757281553398,0.0,42
Geane Herrera,82,263,0.0,8,1.51,5.07,0.83,0.55,0.53,0.38,0.28,13.62,0.71,0.09,0.21,0.22,0.22,0.56,69.0,8.0,5.0,9,3,0,0.75,0.311787072243346,0.0,12
Jamahal Hill,376,713,0.0,0,6.46,3.51,0.0,0.0,0.45,0.66,1.03,7.27,0.78,0.14,0.08,0.64,0.36,0.0,227.0,111.0,38.0,11,1,0,0.9166666666666666,0.5273492286115007,0.0,12
Felice Herrig,425,1131,7.0,28,3.84,5.19,1.08,0.81,0.48,0.75,0.0,11.08,0.72,0.2,0.08,0.07,0.64,0.29,259.0,123.0,43.0,14,10,0,0.5833333333333334,0.3757736516357206,0.25,24
Carlos Hernandez,161,338,2.0,17,5.37,4.37,1.0,0.5,0.45,0.7,0.0,15.0,0.77,0.2,0.02,0.0,0.5,0.5,96.0,45.0,20.0,8,1,0,0.8888888888888888,0.4763313609467455,0.1176470588235294,9
Nohelin Hernandez,28,82,1.0,2,1.32,2.63,0.71,0.0,0.53,0.38,0.0,10.63,0.39,0.14,0.46,0.3,0.7,0.0,18.0,4.0,6.0,10,4,0,0.7142857142857143,0.3414634146341463,0.5,14
Alexander Hernandez,291,769,4.0,21,3.97,3.94,1.43,0.0,0.58,0.64,0.61,8.15,0.78,0.16,0.05,0.46,0.38,0.15,145.0,102.0,44.0,13,5,0,0.7222222222222222,0.3784135240572172,0.1904761904761904,18
Corey Hill,71,153,0.0,5,3.57,1.61,3.02,0.0,0.7,1.0,0.0,6.63,0.46,0.23,0.31,0.0,0.0,0.0,50.0,18.0,3.0,2,2,0,0.5,0.4640522875816993,0.0,4
Richie Hightower,20,56,0.0,1,4.62,6.92,3.46,0.0,0.21,1.0,0.0,4.33,0.7,0.3,0.0,0.0,0.0,0.0,14.0,4.0,2.0,7,2,0,0.7777777777777778,0.3571428571428571,0.0,9
Jason High,42,119,0.0,10,1.01,2.87,2.89,3.26,0.48,0.38,0.0,8.3,0.69,0.19,0.12,0.0,0.0,0.0,34.0,7.0,1.0,19,5,0,0.7916666666666666,0.3529411764705882,0.0,24
Brady Hiestand,66,134,6.0,11,4.4,6.67,6.0,0.0,0.42,0.5,0.0,15.0,0.79,0.12,0.09,0.5,0.17,0.33,59.0,6.0,1.0,6,2,0,0.75,0.4925373134328358,0.5454545454545454,8
Jimy Hettes,220,384,22.0,49,3.47,3.5,5.2,1.42,0.58,0.62,0.0,10.57,0.5,0.2,0.31,0.0,0.09,0.91,177.0,34.0,9.0,11,3,0,0.7857142857142857,0.5729166666666666,0.4489795918367347,14
Chris Holdsworth,41,138,5.0,8,1.85,1.94,3.38,2.03,0.58,1.0,0.0,11.08,0.76,0.22,0.02,0.0,0.14,0.86,27.0,9.0,5.0,7,0,0,1.0,0.2971014492753623,0.625,7
Andrew Holbrook,78,158,2.0,11,2.2,3.0,0.85,2.12,0.54,0.1,0.0,7.08,0.49,0.35,0.17,0.27,0.09,0.64,47.0,23.0,8.0,12,2,0,0.8571428571428571,0.4936708860759494,0.1818181818181818,14
Mizuto Hirota,408,1005,9.0,22,3.36,3.5,1.36,0.12,0.55,0.59,0.0,13.48,0.83,0.08,0.09,0.53,0.47,0.0,298.0,59.0,51.0,19,10,2,0.6129032258064516,0.4059701492537313,0.4090909090909091,31
Branden Lee Hinkle,36,52,0.0,7,2.61,3.91,4.34,4.34,0.26,0.67,0.0,4.6,0.0,0.22,0.78,0.0,0.0,0.0,23.0,12.0,1.0,14,7,0,0.6666666666666666,0.6923076923076923,0.0,21
Mark Hominick,461,1064,0.0,3,4.2,4.54,0.27,0.41,0.7,0.71,0.55,9.15,0.83,0.04,0.12,0.0,0.0,0.0,351.0,88.0,22.0,20,12,0,0.625,0.4332706766917293,0.0,32
Holly Holm,744,1861,6.0,42,3.24,2.86,0.72,0.07,0.57,0.79,0.13,17.68,0.84,0.11,0.05,0.57,0.43,0.0,338.0,227.0,179.0,14,6,0,0.7,0.399785061794734,0.1428571428571428,20
Mark Holst,5,26,0.0,1,0.25,1.67,0.76,2.28,0.48,0.6,0.0,9.88,0.4,0.2,0.4,0.0,0.0,0.0,1.0,2.0,2.0,8,3,0,0.7272727272727273,0.1923076923076923,0.0,11
Sabah Homasi,80,165,3.0,6,4.98,6.91,2.8,0.0,0.48,0.67,0.0,5.97,0.6,0.34,0.06,0.73,0.09,0.18,51.0,21.0,8.0,11,8,0,0.5789473684210527,0.4848484848484848,0.5,19
Scott Holtzman,658,1345,18.0,37,4.32,3.58,2.07,0.2,0.54,0.66,0.39,12.7,0.61,0.17,0.22,0.36,0.5,0.14,473.0,112.0,73.0,14,5,0,0.7368421052631579,0.4892193308550185,0.4864864864864865,19
Kurt Holobaugh,278,651,2.0,11,4.51,4.28,0.97,0.73,0.47,0.45,0.49,10.28,0.71,0.22,0.08,0.29,0.18,0.53,177.0,65.0,36.0,17,7,0,0.7083333333333334,0.4270353302611367,0.1818181818181818,24
Joseph Holmes,79,153,0.0,8,3.31,2.9,1.89,1.26,0.61,0.6,0.63,7.95,0.77,0.15,0.08,0.25,0.0,0.75,48.0,20.0,11.0,8,2,0,0.8,0.5163398692810458,0.0,10
Dan Hooker,912,1922,3.0,30,4.91,4.81,0.89,0.24,0.52,0.79,0.57,9.77,0.86,0.08,0.06,0.48,0.19,0.33,581.0,138.0,193.0,21,12,0,0.6363636363636364,0.4745057232049948,0.1,33
Rex Holman,11,32,0.0,4,2.75,7.25,0.0,0.0,0.41,1.0,0.0,4.0,0.91,0.09,0.0,0.0,0.0,0.0,3.0,1.0,7.0,4,2,0,0.6666666666666666,0.34375,0.0,6
Chase Hooper,302,618,1.0,29,3.99,3.41,1.59,2.38,0.35,0.5,0.0,12.6,0.54,0.09,0.37,0.36,0.18,0.45,209.0,55.0,38.0,11,2,1,0.7857142857142857,0.4886731391585761,0.0344827586206896,14
Darrell Horcher,89,199,1.0,2,2.05,4.21,0.35,0.69,0.39,0.47,0.0,10.87,0.44,0.28,0.28,0.46,0.46,0.08,68.0,13.0,8.0,13,4,0,0.7647058823529411,0.4472361809045226,0.5,17
Shane Howell,22,67,0.0,0,1.27,2.55,0.0,0.0,0.43,0.2,0.0,8.65,0.91,0.0,0.09,0.31,0.15,0.54,11.0,8.0,3.0,13,9,0,0.5909090909090909,0.3283582089552239,0.0,22
Carlos Huachin,52,242,0.0,0,2.1,4.8,0.0,0.0,0.5,0.67,0.0,12.42,0.94,0.02,0.04,0.8,0.0,0.2,39.0,8.0,5.0,10,5,1,0.625,0.2148760330578512,0.0,16
Brian Houston,30,84,0.0,1,1.9,3.67,0.95,0.0,0.53,0.88,0.0,7.9,0.8,0.2,0.0,0.75,0.25,0.0,20.0,3.0,7.0,4,2,0,0.6666666666666666,0.3571428571428571,0.0,6
Matt Horwich,40,63,0.0,2,1.33,3.23,0.0,4.0,0.38,0.28,0.0,15.0,0.38,0.45,0.18,0.0,0.0,0.0,13.0,18.0,9.0,24,11,1,0.6666666666666666,0.6349206349206349,0.0,36
Mark Hunt,832,1913,7.0,18,2.81,2.9,0.51,0.2,0.51,0.64,0.71,10.22,0.78,0.12,0.1,0.77,0.23,0.0,667.0,98.0,67.0,13,14,1,0.4642857142857143,0.4349189754312598,0.3888888888888889,28
Nassourdine Imavov,206,362,2.0,10,4.29,2.23,0.62,2.5,0.55,0.72,0.0,12.0,0.59,0.24,0.17,0.45,0.18,0.36,155.0,38.0,13.0,11,3,0,0.7857142857142857,0.569060773480663,0.2,14
Chris Indich,26,84,0.0,2,1.31,4.32,0.75,1.51,0.43,0.5,0.0,9.97,0.58,0.42,0.0,0.4,0.2,0.4,6.0,7.0,13.0,5,3,0,0.625,0.3095238095238095,0.0,8
Fabiano Iha,36,76,0.0,10,1.73,2.49,2.88,2.88,0.43,0.5,0.0,5.22,0.31,0.36,0.33,0.0,0.0,0.0,24.0,3.0,9.0,12,3,0,0.8,0.4736842105263157,0.0,15
Damir Ismagulov,304,711,5.0,25,4.05,2.56,1.4,0.0,0.63,0.91,0.2,15.0,0.84,0.03,0.13,0.52,0.43,0.04,168.0,90.0,46.0,24,1,0,0.96,0.4275668073136427,0.2,25
Dan Ige,650,1426,2.0,55,3.8,3.56,1.23,0.35,0.57,0.51,0.35,13.15,0.76,0.07,0.17,0.27,0.4,0.33,434.0,139.0,77.0,15,6,0,0.7142857142857143,0.455820476858345,0.0363636363636363,21
Al Iaquinta,774,1909,8.0,43,4.06,4.53,0.63,0.24,0.61,0.74,0.55,12.7,0.92,0.04,0.04,0.5,0.43,0.07,521.0,145.0,108.0,14,7,1,0.6363636363636364,0.4054478784704033,0.1860465116279069,22
Teruto Ishihara,295,660,3.0,18,3.26,3.63,0.5,0.0,0.54,0.31,1.33,10.07,0.8,0.08,0.12,0.73,0.27,0.0,167.0,52.0,76.0,11,6,2,0.5789473684210527,0.4469696969696969,0.1666666666666666,19
James Irvin,59,121,0.0,2,2.05,3.89,0.0,0.52,0.35,0.37,1.56,2.88,0.59,0.12,0.29,0.0,0.0,0.0,29.0,8.0,22.0,14,7,0,0.6666666666666666,0.4876033057851239,0.0,21
Mizuki Inoue,150,298,0.0,5,5.0,6.87,0.0,0.0,0.48,0.67,0.0,15.0,0.72,0.28,0.0,0.0,0.31,0.69,116.0,25.0,9.0,14,6,0,0.7,0.5033557046979866,0.0,20
Naoki Inoue,110,312,0.0,3,3.67,3.37,0.0,2.5,0.61,0.6,0.0,15.0,0.7,0.12,0.18,0.0,0.36,0.64,82.0,4.0,24.0,11,0,0,1.0,0.3525641025641026,0.0,11
Damon Jackson,202,489,11.0,34,2.55,2.86,2.47,2.09,0.51,0.4,0.0,9.88,0.6,0.2,0.2,0.08,0.51,0.41,136.0,52.0,14.0,21,4,1,0.8076923076923077,0.4130879345603272,0.3235294117647059,26
Montel Jackson,311,557,2.0,32,3.42,1.34,4.13,0.33,0.57,0.68,1.65,11.37,0.47,0.31,0.22,0.16,0.82,0.03,219.0,69.0,23.0,12,2,0,0.8571428571428571,0.5583482944344704,0.0625,14
Jeremy Jackson,14,51,0.0,5,0.77,2.19,1.64,0.0,0.26,0.59,0.0,9.13,0.0,0.43,0.57,0.0,0.0,0.0,9.0,1.0,4.0,9,4,0,0.6923076923076923,0.2745098039215686,0.0,13
Virna Jandiroba,191,491,3.0,31,2.45,3.19,2.31,1.15,0.58,0.74,0.19,11.15,0.81,0.14,0.05,0.06,0.18,0.76,158.0,31.0,2.0,17,3,0,0.85,0.3890020366598778,0.0967741935483871,20
Keith Jardine,538,1449,0.0,9,4.04,4.25,0.34,0.0,0.59,0.63,0.34,10.25,0.84,0.11,0.04,0.0,0.0,0.0,321.0,69.0,148.0,16,11,2,0.5517241379310345,0.3712905452035887,0.0,29
Dustin Jacoby,625,1333,2.0,7,5.27,3.77,0.38,0.0,0.59,0.58,0.51,10.78,0.84,0.12,0.04,0.61,0.33,0.06,448.0,86.0,91.0,18,5,1,0.75,0.468867216804201,0.2857142857142857,24
Jasmine Jasudavicius,151,374,2.0,16,3.36,4.56,2.0,0.0,0.51,0.7,0.0,15.0,0.6,0.11,0.29,0.29,0.57,0.14,106.0,43.0,2.0,7,2,0,0.7777777777777778,0.4037433155080214,0.125,9
Rony Jason,155,350,3.0,10,2.04,3.14,0.59,0.79,0.54,0.37,0.39,8.47,0.73,0.08,0.19,0.31,0.13,0.56,94.0,46.0,15.0,15,7,0,0.6818181818181818,0.4428571428571428,0.3,22
Brock Jardine,19,63,0.0,2,1.06,3.34,0.0,0.84,0.57,0.14,0.0,8.98,1.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,2.0,9,3,0,0.75,0.3015873015873015,0.0,12
Justin Jaynes,134,302,0.0,5,3.34,5.33,0.75,1.12,0.63,0.2,0.75,8.03,0.86,0.06,0.08,0.5,0.19,0.31,98.0,31.0,5.0,16,8,0,0.6666666666666666,0.4437086092715231,0.0,24
Ryan Janes,327,678,1.0,1,7.69,5.53,0.35,0.0,0.59,0.58,0.0,10.63,0.85,0.15,0.01,0.18,0.18,0.64,237.0,68.0,22.0,10,3,0,0.7692307692307693,0.4823008849557522,1.0,13
Justin James,13,36,0.0,0,1.34,2.68,0.0,1.55,0.5,0.5,0.0,9.7,0.23,0.62,0.15,0.0,0.0,0.0,8.0,5.0,0.0,22,5,0,0.8148148148148148,0.3611111111111111,0.0,27
Ronald Jhun,8,16,0.0,1,1.27,3.98,2.39,0.0,0.51,1.0,0.0,6.28,0.63,0.38,0.0,0.0,0.0,0.0,1.0,3.0,4.0,26,12,2,0.65,0.5,0.0,40
Aaron Jeffery,57,125,0.0,4,3.1,4.46,0.0,0.0,0.34,0.5,0.0,9.2,0.4,0.6,0.0,0.0,0.0,0.0,30.0,18.0,9.0,6,2,0,0.75,0.456,0.0,8
Joanna Jędrzejczyk,1754,3644,2.0,8,6.28,3.25,0.27,0.05,0.63,0.8,0.05,18.62,0.82,0.18,0.01,0.25,0.69,0.06,811.0,435.0,508.0,16,5,0,0.7619047619047619,0.4813391877058178,0.25,21
Ryan Jimmo,207,313,0.0,7,3.12,2.77,0.45,0.0,0.47,0.88,0.9,9.48,0.43,0.37,0.2,0.42,0.47,0.11,97.0,46.0,64.0,19,5,0,0.7916666666666666,0.6613418530351438,0.0,24
